ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.jclouds.location.suppliers.all.RegionToProvider;3;0;1;0;1;0;0;0;0;0;2;9;3;0;2;0;2;0;0;0;0;0;3;2;2;0;16;0;1;2;
org.jclouds.rest.InsufficientResourcesException;1;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;4;0;0;0;2;0;2;2;0;0;0;0;0;0;
org.jclouds.http.options.BaseHttpRequestOptions;1;0;18;0;0;0;0;0;0;0;18;49;5;0;12;0;8;0;0;0;5;0;1;1;0;0;4;0;5;2;
org.jclouds.logging.BaseLogger;2;0;7;0;0;0;0;0;0;0;7;15;0;0;15;1;7;0;0;0;15;0;12;12;0;0;0;0;0;1;
org.jclouds.collect.internal.ArgsToPagedIterable;12;0;0;0;0;0;0;0;0;0;0;6;1;0;5;0;2;0;0;1;0;0;5;1;2;0;11;0;0;0;
org.jclouds.osgi.Bundles;5;3;2;0;0;0;0;0;0;5;7;25;0;0;8;4;4;5;2;0;2;0;9;9;5;0;11;0;0;1;
org.jclouds.http.internal.PayloadEnclosingImpl;6;0;7;0;0;0;0;0;0;0;7;25;1;0;11;0;11;0;0;0;1;0;7;5;0;1;8;0;1;2;
org.jclouds.rest.ResourceNotFoundException;1;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;4;0;0;0;2;0;2;2;0;0;0;0;0;0;
org.jclouds.http.internal.JavaUrlHttpCommandExecutorService;40;7;17;0;3;0;1;0;0;10;31;97;5;0;10;2;1;1;0;0;1;1;21;11;2;0;40;3;5;4;
org.jclouds.http.HttpResponse;4;0;2;0;0;0;0;0;0;0;2;22;4;0;14;0;11;1;0;2;2;2;4;2;1;0;5;0;0;1;
org.jclouds.logging.jdk.JDKLogger;2;0;0;0;0;0;0;0;0;0;0;15;1;0;15;0;8;0;0;1;8;0;3;3;0;0;3;0;0;0;
org.jclouds.providers.ProviderPredicates;2;0;4;0;2;0;0;0;0;0;6;37;2;0;22;1;21;8;4;2;3;0;13;5;5;0;16;0;2;3;
org.jclouds.internal.ContextImpl;6;0;3;0;0;0;0;0;0;0;3;26;5;0;16;0;15;0;0;0;1;0;5;2;1;0;22;0;0;1;
org.jclouds.http.handlers.BackoffLimitedRetryHandler;13;1;3;0;0;0;0;0;0;1;4;22;4;0;6;1;5;0;0;0;3;10;5;1;0;0;14;0;1;2;
org.jclouds.osgi.MetadataBundleListener;5;0;3;0;11;0;0;3;1;0;17;48;4;0;11;2;9;0;0;0;0;0;11;7;0;0;15;0;5;3;
org.jclouds.http.functions.ParseETagHeader;4;0;2;0;0;0;0;0;0;0;2;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;6;1;0;1;
org.jclouds.config.BindNameToContext;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;
org.jclouds.location.functions.RegionToEndpointOrProviderIfNull;2;0;3;0;0;0;0;0;0;0;3;11;3;0;2;0;1;0;0;0;1;0;3;3;2;0;9;0;1;2;
org.jclouds.logging.LoggingModules;0;1;0;0;0;0;0;0;0;1;1;5;0;0;3;1;2;3;0;0;0;0;0;0;0;0;6;0;0;1;
org.jclouds.internal.BaseView;4;0;2;0;0;0;0;0;0;0;2;17;3;0;10;0;7;0;2;0;0;0;5;4;3;0;14;0;0;1;
org.jclouds.ContextBuilder;12;10;21;0;1;0;0;0;0;10;32;155;14;0;52;4;32;19;9;0;14;1;47;36;23;0;91;7;4;3;
org.jclouds.http.functions.UnwrapOnlyJsonValueInSet;5;0;1;0;0;0;0;0;0;0;1;4;1;0;2;0;1;0;0;0;0;0;2;0;1;0;6;0;0;1;
org.jclouds.apis.ApiPredicates;2;0;1;0;1;0;0;0;0;0;2;16;0;0;10;0;10;4;3;0;1;0;5;2;2;0;27;0;1;2;
org.jclouds.domain.internal.ResourceMetadataImpl;5;0;2;0;0;0;0;0;0;0;2;19;5;0;11;0;10;0;0;0;2;0;5;3;2;0;12;0;0;1;
org.jclouds.lifecycle.config.LifeCycleModule;7;1;1;0;2;0;0;0;0;2;5;24;4;0;11;1;8;1;8;0;0;0;10;6;5;0;28;2;0;1;
org.jclouds.http.functions.ReleasePayloadAndReturn;4;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;1;0;0;0;0;0;1;0;0;0;6;0;0;0;
org.jclouds.domain.ResourceMetadataBuilder;3;0;0;0;0;0;0;0;0;0;0;10;5;0;5;0;5;0;0;0;2;0;3;2;1;0;13;0;0;0;
org.jclouds.predicates.validators.AllLowerCaseValidator;0;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;2;1;0;1;
org.jclouds.providers.internal.UpdateProviderMetadataFromProperties;4;1;0;0;0;0;0;0;0;0;0;9;2;0;5;1;4;1;0;0;2;0;6;3;1;0;15;0;0;0;
org.jclouds.io.payloads.PhantomPayload;2;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0;0;0;0;0;2;0;0;0;4;1;0;0;
