ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.scribe.oauth.OAuth20ServiceImpl;5;0;1;0;0;0;0;0;0;0;1;13;3;0;6;0;6;0;0;0;0;0;7;7;0;0;2;1;0;1;
org.scribe.examples.SohuWeiboExample;1;0;0;0;0;0;0;0;0;0;0;24;2;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.builder.api.SkyrockApi;1;0;0;0;0;0;0;0;0;0;0;3;4;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.utils.OAuthEncoder;0;2;0;0;1;0;0;0;0;2;3;16;2;0;4;2;2;3;0;0;5;0;0;0;0;0;5;2;0;1;
org.scribe.examples.TrelloExample;1;0;0;0;0;0;0;0;0;0;0;21;3;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.extractors.JsonTokenExtractor;0;0;1;0;0;0;0;0;0;0;1;4;1;0;1;0;1;0;0;0;1;0;0;0;0;0;4;1;0;1;
org.scribe.builder.api.GoogleApi;1;0;0;0;0;0;0;0;0;0;0;5;1;0;5;0;5;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.examples.AWeberExample;1;0;0;0;0;0;0;0;0;0;0;21;3;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.utils.StreamUtilsTest;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;
org.scribe.builder.api.KaixinApi;1;0;0;0;0;0;0;0;0;0;0;5;3;0;5;0;5;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.utils.PreconditionsTest;0;0;0;0;0;0;0;0;0;0;0;13;1;0;13;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;
org.scribe.model.OAuthConstants;0;0;0;0;0;0;0;0;0;0;0;0;21;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
org.scribe.builder.api.QWeiboApi;1;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.builder.api.Px500Api;1;0;0;0;0;0;0;0;0;0;0;3;1;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.builder.api.ImgUrApi;1;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.test.helpers.ObjectMother;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;
org.scribe.examples.YahooExample;1;0;0;0;0;0;0;0;0;0;0;22;1;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.builder.api.FlickrApi;1;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.examples.SkyrockExample;1;0;0;0;0;0;0;0;0;0;0;22;1;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
